basin,name,year,cyclone_of_the_year,num_of_track_entries,date,time,record_identifier,status_of_system,latitude,longitude,max_sustained_wind,central_pressure,34kt_NE,34kt_SE,34kt_SW,34kt_NW,50kt_NE,50kt_SE,50kt_SW,50kt_NW,64kt_NE,64kt_SE,64kt_SW,64kt_NW
EP,CARLOTTA,1994,03,29,19940705,0000,,TD,20.9N,131.0W,25,1009,,,,,,,,,,,,,
EP,CARLOTTA,1994,03,29,19940705,0600,,TD,20.9N,131.7W,25,1009,,,,,,,,,,,,,
EP,CARLOTTA,1994,03,29,19940705,1200,,TD,21.0N,132.6W,25,1009,,,,,,,,,,,,,
EP,DANIEL,1994,04,26,19940708,1200,,TD,12.5N,121.3W,25,1009,,,,,,,,,,,,,
EP,DANIEL,1994,04,26,19940708,1800,,TD,12.1N,122.7W,30,1007,,,,,,,,,,,,,
EP,DANIEL,1994,04,26,19940709,0000,,TS,11.7N,124.0W,35,1005,,,,,,,,,,,,,
EP,DANIEL,1994,04,26,19940709,0600,,TS,11.5N,125.3W,40,1003,,,,,,,,,,,,,
EP,DANIEL,1994,04,26,19940709,1200,,TS,11.5N,126.5W,45,1000,,,,,,,,,,,,,
EP,DANIEL,1994,04,26,19940709,1800,,TS,11.5N,127.8W,55,993,,,,,,,,,,,,,
EP,DANIEL,1994,04,26,19940710,0000,,TS,11.5N,129.3W,55,994,,,,,,,,,,,,,
EP,DANIEL,1994,04,26,19940710,0600,,TS,11.6N,130.7W,55,994,,,,,,,,,,,,,
EP,DANIEL,1994,04,26,19940710,1200,,TS,11.8N,132.2W,55,994,,,,,,,,,,,,,
EP,DANIEL,1994,04,26,19940710,1800,,TS,12.1N,133.9W,55,994,,,,,,,,,,,,,
EP,DANIEL,1994,04,26,19940711,0000,,TS,12.5N,135.6W,55,994,,,,,,,,,,,,,
EP,DANIEL,1994,04,26,19940711,0600,,TS,12.8N,137.3W,55,994,,,,,,,,,,,,,
EP,DANIEL,1994,04,26,19940711,1200,,TS,13.0N,138.9W,55,994,,,,,,,,,,,,,
EP,DANIEL,1994,04,26,19940711,1800,,TS,13.3N,140.4W,55,994,,,,,,,,,,,,,
EP,DANIEL,1994,04,26,19940712,0000,,TS,13.5N,141.5W,55,995,,,,,,,,,,,,,
EP,DANIEL,1994,04,26,19940712,0600,,TS,13.7N,142.7W,55,996,,,,,,,,,,,,,
EP,DANIEL,1994,04,26,19940712,1200,,TS,13.8N,144.0W,55,997,,,,,,,,,,,,,
EP,DANIEL,1994,04,26,19940712,1800,,TS,13.9N,145.2W,45,998,,,,,,,,,,,,,
EP,DANIEL,1994,04,26,19940713,0000,,TS,14.1N,146.3W,45,999,,,,,,,,,,,,,
EP,DANIEL,1994,04,26,19940713,0600,,TS,14.4N,147.3W,45,1000,,,,,,,,,,,,,
EP,DANIEL,1994,04,26,19940713,1200,,TS,14.7N,148.3W,45,1002,,,,,,,,,,,,,
EP,DANIEL,1994,04,26,19940713,1800,,TS,15.1N,149.2W,45,1004,,,,,,,,,,,,,
EP,DANIEL,1994,04,26,19940714,0000,,TD,15.4N,150.2W,30,1003,,,,,,,,,,,,,
EP,DANIEL,1994,04,26,19940714,0600,,TD,15.8N,151.2W,30,1003,,,,,,,,,,,,,
EP,DANIEL,1994,04,26,19940714,1200,,TD,16.2N,152.5W,25,1004,,,,,,,,,,,,,
EP,DANIEL,1994,04,26,19940714,1800,,TD,16.6N,153.7W,25,1004,,,,,,,,,,,,,
EP,EMILIA,1994,05,37,19940716,0000,,TD,8.5N,131.3W,30,1010,,,,,,,,,,,,,
EP,EMILIA,1994,05,37,19940716,0600,,TD,8.5N,132.3W,30,1009,,,,,,,,,,,,,
EP,EMILIA,1994,05,37,19940716,1200,,TS,8.8N,133.3W,35,1006,,,,,,,,,,,,,
EP,EMILIA,1994,05,37,19940716,1800,,TS,9.2N,134.5W,40,1000,,,,,,,,,,,,,
EP,EMILIA,1994,05,37,19940717,0000,,TS,9.6N,135.9W,55,995,,,,,,,,,,,,,
EP,EMILIA,1994,05,37,19940717,0600,,HU,9.9N,137.4W,70,988,,,,,,,,,,,,,
EP,EMILIA,1994,05,37,19940717,1200,,HU,10.1N,138.8W,80,979,,,,,,,,,,,,,
EP,EMILIA,1994,05,37,19940717,1800,,HU,10.3N,140.1W,90,968,,,,,,,,,,,,,
EP,EMILIA,1994,05,37,19940718,0000,,HU,10.4N,141.4W,100,962,,,,,,,,,,,,,
EP,EMILIA,1994,05,37,19940718,0600,,HU,10.6N,142.7W,115,958,,,,,,,,,,,,,
EP,EMILIA,1994,05,37,19940718,1200,,HU,10.7N,143.8W,120,953,,,,,,,,,,,,,
EP,EMILIA,1994,05,37,19940718,1800,,HU,10.8N,144.4W,125,940,,,,,,,,,,,,,
EP,EMILIA,1994,05,37,19940719,0000,,HU,11.0N,145.5W,130,930,,,,,,,,,,,,,
EP,EMILIA,1994,05,37,19940719,0600,,HU,11.3N,147.0W,135,928,,,,,,,,,,,,,
EP,EMILIA,1994,05,37,19940719,1200,,HU,11.5N,148.4W,135,926,,,,,,,,,,,,,
EP,EMILIA,1994,05,37,19940719,1800,,HU,11.7N,149.6W,140,926,,,,,,,,,,,,,
EP,EMILIA,1994,05,37,19940720,0000,,HU,11.9N,150.6W,135,926,,,,,,,,,,,,,
EP,EMILIA,1994,05,37,19940720,0600,,HU,12.3N,151.6W,135,929,,,,,,,,,,,,,
EP,EMILIA,1994,05,37,19940720,1200,,HU,12.6N,152.6W,135,936,,,,,,,,,,,,,
EP,EMILIA,1994,05,37,19940720,1800,,HU,13.0N,153.4W,135,935,,,,,,,,,,,,,
EP,EMILIA,1994,05,37,19940721,0000,,HU,13.5N,154.2W,130,932,,,,,,,,,,,,,
EP,EMILIA,1994,05,37,19940721,0600,,HU,14.1N,154.9W,130,936,,,,,,,,,,,,,
EP,EMILIA,1994,05,37,19940721,1200,,HU,14.7N,155.5W,125,945,,,,,,,,,,,,,
EP,EMILIA,1994,05,37,19940721,1800,,HU,15.4N,156.0W,120,955,,,,,,,,,,,,,
EP,EMILIA,1994,05,37,19940722,0000,,HU,16.2N,156.6W,110,965,,,,,,,,,,,,,
EP,EMILIA,1994,05,37,19940722,0600,,HU,16.9N,157.2W,100,980,,,,,,,,,,,,,
EP,EMILIA,1994,05,37,19940722,1200,,HU,17.4N,158.0W,85,990,,,,,,,,,,,,,
EP,EMILIA,1994,05,37,19940722,1800,,HU,17.9N,158.8W,75,995,,,,,,,,,,,,,
EP,EMILIA,1994,05,37,19940723,0000,,TS,18.3N,159.5W,60,999,,,,,,,,,,,,,
EP,EMILIA,1994,05,37,19940723,0600,,TS,18.8N,160.2W,55,1002,,,,,,,,,,,,,
EP,EMILIA,1994,05,37,19940723,1200,,TS,19.2N,161.0W,45,1003,,,,,,,,,,,,,
EP,EMILIA,1994,05,37,19940723,1800,,TS,19.7N,162.0W,35,1004,,,,,,,,,,,,,
EP,EMILIA,1994,05,37,19940724,0000,,TD,20.2N,162.9W,30,1005,,,,,,,,,,,,,
EP,EMILIA,1994,05,37,19940724,0600,,TD,20.5N,163.6W,30,1006,,,,,,,,,,,,,
EP,EMILIA,1994,05,37,19940724,1200,,TD,20.7N,164.5W,25,1007,,,,,,,,,,,,,
EP,EMILIA,1994,05,37,19940724,1800,,TD,21.0N,165.4W,25,1009,,,,,,,,,,,,,
EP,EMILIA,1994,05,37,19940725,0000,,TD,21.3N,166.4W,25,1010,,,,,,,,,,,,,
EP,FABIO,1994,06,21,19940719,0000,,TD,13.1N,125.1W,25,1011,,,,,,,,,,,,,
EP,FABIO,1994,06,21,19940719,0600,,TD,13.3N,126.0W,30,1008,,,,,,,,,,,,,
EP,FABIO,1994,06,21,19940719,1200,,TS,13.7N,127.0W,35,1005,,,,,,,,,,,,,
EP,FABIO,1994,06,21,19940719,1800,,TS,14.1N,127.9W,40,1002,,,,,,,,,,,,,
EP,FABIO,1994,06,21,19940720,0000,,TS,14.6N,128.9W,35,1003,,,,,,,,,,,,,
EP,FABIO,1994,06,21,19940720,0600,,TS,14.9N,130.0W,35,1004,,,,,,,,,,,,,
EP,FABIO,1994,06,21,19940720,1200,,TS,15.3N,131.1W,35,1005,,,,,,,,,,,,,
EP,FABIO,1994,06,21,19940720,1800,,TD,15.5N,132.3W,30,1007,,,,,,,,,,,,,
EP,FABIO,1994,06,21,19940721,0000,,TD,15.7N,133.4W,30,1008,,,,,,,,,,,,,
EP,FABIO,1994,06,21,19940721,0600,,TD,15.8N,134.7W,30,1008,,,,,,,,,,,,,
EP,FABIO,1994,06,21,19940721,1200,,TD,15.8N,136.0W,25,1008,,,,,,,,,,,,,
EP,FABIO,1994,06,21,19940721,1800,,TD,16.0N,137.5W,25,1008,,,,,,,,,,,,,
EP,FABIO,1994,06,21,19940722,0000,,TD,16.2N,139.1W,25,1008,,,,,,,,,,,,,
EP,FABIO,1994,06,21,19940722,0600,,TD,16.5N,140.9W,25,1008,,,,,,,,,,,,,
EP,FABIO,1994,06,21,19940722,1200,,TD,16.6N,142.6W,25,1008,,,,,,,,,,,,,
EP,FABIO,1994,06,21,19940722,1800,,TD,16.6N,144.4W,25,1008,,,,,,,,,,,,,
EP,FABIO,1994,06,21,19940723,0000,,TD,16.6N,146.4W,25,1008,,,,,,,,,,,,,
EP,FABIO,1994,06,21,19940723,0600,,TD,16.6N,148.2W,25,1008,,,,,,,,,,,,,
EP,FABIO,1994,06,21,19940723,1200,,TD,16.7N,150.0W,25,1009,,,,,,,,,,,,,
EP,FABIO,1994,06,21,19940723,1800,,TD,16.5N,151.8W,25,1010,,,,,,,,,,,,,
EP,FABIO,1994,06,21,19940724,0000,,TD,16.8N,153.4W,25,1010,,,,,,,,,,,,,
EP,GILMA,1994,07,40,19940721,0600,,TD,11.0N,121.9W,25,1008,,,,,,,,,,,,,
EP,GILMA,1994,07,40,19940721,1200,,TD,11.2N,124.0W,30,1007,,,,,,,,,,,,,
EP,GILMA,1994,07,40,19940721,1800,,TD,11.3N,125.4W,30,1006,,,,,,,,,,,,,
EP,GILMA,1994,07,40,19940722,0000,,TS,11.4N,126.6W,35,1004,,,,,,,,,,,,,
EP,GILMA,1994,07,40,19940722,0600,,TS,11.3N,127.7W,45,1000,,,,,,,,,,,,,
EP,GILMA,1994,07,40,19940722,1200,,TS,11.2N,129.2W,55,994,,,,,,,,,,,,,
EP,GILMA,1994,07,40,19940722,1800,,TS,11.5N,130.8W,60,991,,,,,,,,,,,,,
EP,GILMA,1994,07,40,19940723,0000,,HU,11.9N,132.5W,65,987,,,,,,,,,,,,,
EP,GILMA,1994,07,40,19940723,0600,,HU,12.0N,134.0W,75,978,,,,,,,,,,,,,
EP,GILMA,1994,07,40,19940723,1200,,HU,12.0N,135.5W,90,968,,,,,,,,,,,,,
EP,GILMA,1994,07,40,19940723,1800,,HU,12.1N,137.2W,115,948,,,,,,,,,,,,,
EP,GILMA,1994,07,40,19940724,0000,,HU,12.2N,138.9W,130,935,,,,,,,,,,,,,
EP,GILMA,1994,07,40,19940724,0600,,HU,12.2N,140.4W,135,,,,,,,,,,,,,,
EP,GILMA,1994,07,40,19940724,1200,,HU,12.0N,141.8W,135,,,,,,,,,,,,,,
EP,GILMA,1994,07,40,19940724,1800,,HU,12.1N,143.3W,140,920,,,,,,,,,,,,,
EP,GILMA,1994,07,40,19940725,0000,,HU,12.0N,144.7W,140,,,,,,,,,,,,,,
EP,GILMA,1994,07,40,19940725,0600,,HU,12.0N,146.0W,140,,,,,,,,,,,,,,
EP,GILMA,1994,07,40,19940725,1200,,HU,12.0N,147.6W,100,,,,,,,,,,,,,,
EP,GILMA,1994,07,40,19940725,1800,,HU,12.0N,149.2W,110,,,,,,,,,,,,,,
EP,GILMA,1994,07,40,19940726,0000,,HU,12.2N,150.8W,105,,,,,,,,,,,,,,
EP,GILMA,1994,07,40,19940726,0600,,HU,12.3N,152.2W,100,,,,,,,,,,,,,,
EP,GILMA,1994,07,40,19940726,1200,,HU,12.2N,153.4W,90,,,,,,,,,,,,,,
EP,GILMA,1994,07,40,19940726,1800,,HU,12.2N,154.5W,80,,,,,,,,,,,,,,
EP,GILMA,1994,07,40,19940727,0000,,TS,12.1N,155.6W,60,,,,,,,,,,,,,,
EP,GILMA,1994,07,40,19940727,0600,,TS,12.0N,156.8W,60,,,,,,,,,,,,,,
EP,GILMA,1994,07,40,19940727,1200,,TS,11.8N,158.0W,60,,,,,,,,,,,,,,
EP,GILMA,1994,07,40,19940727,1800,,TS,12.1N,159.9W,50,,,,,,,,,,,,,,
EP,GILMA,1994,07,40,19940728,0000,,TS,12.5N,161.6W,50,,,,,,,,,,,,,,
EP,GILMA,1994,07,40,19940728,0600,,TS,12.8N,163.3W,50,,,,,,,,,,,,,,
EP,GILMA,1994,07,40,19940728,1200,,TS,13.1N,165.2W,50,,,,,,,,,,,,,,
EP,GILMA,1994,07,40,19940728,1800,,TS,13.5N,167.1W,55,,,,,,,,,,,,,,
EP,GILMA,1994,07,40,19940729,0000,,TS,13.7N,169.0W,45,,,,,,,,,,,,,,
EP,GILMA,1994,07,40,19940729,0600,,TS,13.9N,170.7W,45,,,,,,,,,,,,,,
EP,GILMA,1994,07,40,19940729,1200,,TS,14.2N,171.6W,45,,,,,,,,,,,,,,
EP,GILMA,1994,07,40,19940729,1800,,TS,15.2N,172.7W,40,,,,,,,,,,,,,,
EP,GILMA,1994,07,40,19940730,0000,,TS,16.6N,174.0W,35,,,,,,,,,,,,,,
EP,GILMA,1994,07,40,19940730,0600,,TS,17.7N,174.9W,35,,,,,,,,,,,,,,
EP,GILMA,1994,07,40,19940730,1200,,TS,18.1N,175.3W,35,,,,,,,,,,,,,,
EP,GILMA,1994,07,40,19940730,1800,,TD,18.3N,175.6W,30,,,,,,,,,,,,,,
EP,GILMA,1994,07,40,19940731,0000,,TD,18.5N,176.0W,25,,,,,,,,,,,,,,
EP,LI,1994,08,70,19940731,1800,,TD,13.1N,125.2W,25,,,,,,,,,,,,,,
EP,LI,1994,08,70,19940801,0000,,TD,12.9N,126.9W,25,,,,,,,,,,,,,,
EP,LI,1994,08,70,19940801,0600,,TD,12.7N,128.6W,25,,,,,,,,,,,,,,
EP,LI,1994,08,70,19940801,1200,,TD,12.6N,130.3W,25,,,,,,,,,,,,,,
EP,LI,1994,08,70,19940801,1800,,TD,12.5N,132.0W,25,,,,,,,,,,,,,,
EP,LI,1994,08,70,19940802,0000,,TD,12.4N,133.6W,25,,,,,,,,,,,,,,
EP,LI,1994,08,70,19940802,0600,,TD,12.2N,135.0W,25,,,,,,,,,,,,,,
EP,LI,1994,08,70,19940802,1200,,TD,12.1N,136.5W,25,,,,,,,,,,,,,,
EP,LI,1994,08,70,19940802,1800,,TD,11.8N,137.9W,30,,,,,,,,,,,,,,
EP,LI,1994,08,70,19940803,0000,,TD,11.5N,139.1W,30,,,,,,,,,,,,,,
EP,LI,1994,08,70,19940803,0600,,TD,11.1N,140.0W,25,,,,,,,,,,,,,,
EP,LI,1994,08,70,19940803,1200,,TD,11.0N,140.8W,30,,,,,,,,,,,,,,
EP,LI,1994,08,70,19940803,1800,,TD,10.9N,142.0W,25,,,,,,,,,,,,,,
EP,LI,1994,08,70,19940804,0000,,TD,10.7N,143.5W,25,,,,,,,,,,,,,,
EP,LI,1994,08,70,19940804,0600,,TD,10.5N,145.1W,25,,,,,,,,,,,,,,
EP,LI,1994,08,70,19940804,1200,,TD,10.3N,146.4W,25,,,,,,,,,,,,,,
EP,LI,1994,08,70,19940804,1800,,TD,10.1N,147.8W,25,,,,,,,,,,,,,,
EP,LI,1994,08,70,19940805,0000,,TD,9.7N,149.2W,25,,,,,,,,,,,,,,
EP,LI,1994,08,70,19940805,0600,,TD,9.7N,150.9W,25,,,,,,,,,,,,,,
EP,LI,1994,08,70,19940805,1200,,TD,9.9N,152.7W,25,,,,,,,,,,,,,,
EP,LI,1994,08,70,19940805,1800,,TD,10.5N,154.2W,25,,,,,,,,,,,,,,
EP,LI,1994,08,70,19940806,0000,,TD,11.0N,155.3W,25,,,,,,,,,,,,,,
EP,LI,1994,08,70,19940806,0600,,TD,11.6N,155.9W,25,,,,,,,,,,,,,,
EP,LI,1994,08,70,19940806,1200,,TD,12.2N,156.5W,25,,,,,,,,,,,,,,
EP,LI,1994,08,70,19940806,1800,,TD,12.6N,157.5W,25,,,,,,,,,,,,,,
EP,LI,1994,08,70,19940807,0000,,TD,13.0N,158.4W,25,,,,,,,,,,,,,,
EP,LI,1994,08,70,19940807,0600,,TD,13.4N,159.2W,25,,,,,,,,,,,,,,
EP,LI,1994,08,70,19940807,1200,,TD,13.5N,160.0W,25,,,,,,,,,,,,,,
EP,LI,1994,08,70,19940807,1800,,TD,13.5N,161.2W,25,,,,,,,,,,,,,,
EP,LI,1994,08,70,19940808,0000,,TD,13.5N,162.3W,25,,,,,,,,,,,,,,
EP,LI,1994,08,70,19940808,0600,,TD,13.5N,163.5W,30,,,,,,,,,,,,,,
EP,LI,1994,08,70,19940808,1200,,TS,13.5N,164.8W,40,,,,,,,,,,,,,,
EP,LI,1994,08,70,19940808,1800,,TS,13.5N,166.3W,45,,,,,,,,,,,,,,
EP,LI,1994,08,70,19940809,0000,,TS,13.6N,167.5W,50,,,,,,,,,,,,,,
EP,LI,1994,08,70,19940809,0600,,TS,13.6N,168.2W,50,,,,,,,,,,,,,,
EP,LI,1994,08,70,19940809,1200,,TS,13.6N,169.1W,45,,,,,,,,,,,,,,
EP,LI,1994,08,70,19940809,1800,,TS,13.6N,170.0W,45,,,,,,,,,,,,,,
EP,LI,1994,08,70,19940810,0000,,TS,13.5N,171.0W,45,,,,,,,,,,,,,,
EP,LI,1994,08,70,19940810,0600,,TS,13.6N,171.6W,45,,,,,,,,,,,,,,
EP,LI,1994,08,70,19940810,1200,,TS,13.7N,172.2W,45,,,,,,,,,,,,,,
EP,LI,1994,08,70,19940810,1800,,TS,13.9N,172.7W,50,,,,,,,,,,,,,,
EP,LI,1994,08,70,19940811,0000,,TS,13.9N,173.3W,50,,,,,,,,,,,,,,
EP,LI,1994,08,70,19940811,0600,,TS,13.8N,174.2W,45,,,,,,,,,,,,,,
EP,LI,1994,08,70,19940811,1200,,TS,13.6N,175.1W,45,,,,,,,,,,,,,,
EP,LI,1994,08,70,19940811,1800,,TS,13.3N,176.0W,50,,,,,,,,,,,,,,
EP,LI,1994,08,70,19940812,0000,,TS,13.0N,176.9W,55,,,,,,,,,,,,,,
EP,LI,1994,08,70,19940812,0600,,TS,12.7N,177.9W,60,,,,,,,,,,,,,,
EP,LI,1994,08,70,19940812,1200,,HU,12.6N,178.9W,65,,,,,,,,,,,,,,
EP,LI,1994,08,70,19940812,1800,,TS,12.6N,179.9W,60,,,,,,,,,,,,,,
EP,LI,1994,08,70,19940813,0000,,TS,12.9N,178.9E,55,,,,,,,,,,,,,,
EP,LI,1994,08,70,19940813,0600,,TS,13.3N,177.9E,50,,,,,,,,,,,,,,
EP,LI,1994,08,70,19940813,1200,,TS,13.8N,177.0E,45,,,,,,,,,,,,,,
EP,LI,1994,08,70,19940813,1800,,TS,14.2N,176.1E,40,,,,,,,,,,,,,,
EP,LI,1994,08,70,19940814,0000,,TS,14.7N,175.1E,40,,,,,,,,,,,,,,
EP,LI,1994,08,70,19940814,0600,,TS,15.1N,174.2E,35,,,,,,,,,,,,,,
EP,LI,1994,08,70,19940814,1200,,TS,15.6N,173.3E,35,,,,,,,,,,,,,,
EP,LI,1994,08,70,19940814,1800,,TS,16.0N,172.5E,35,,,,,,,,,,,,,,
EP,LI,1994,08,70,19940815,0000,,TS,16.5N,171.7E,35,,,,,,,,,,,,,,
EP,LI,1994,08,70,19940815,0600,,TS,17.0N,170.9E,35,,,,,,,,,,,,,,
EP,LI,1994,08,70,19940815,1200,,TS,17.5N,170.3E,35,,,,,,,,,,,,,,
EP,LI,1994,08,70,19940815,1800,,TD,17.9N,169.8E,30,,,,,,,,,,,,,,
EP,LI,1994,08,70,19940816,0000,,TD,18.1N,169.5E,30,,,,,,,,,,,,,,
EP,LI,1994,08,70,19940816,0600,,TD,18.3N,169.2E,30,,,,,,,,,,,,,,
EP,LI,1994,08,70,19940816,1200,,TD,18.5N,169.0E,25,,,,,,,,,,,,,,
EP,LI,1994,08,70,19940816,1800,,TD,18.7N,168.9E,25,,,,,,,,,,,,,,
EP,LI,1994,08,70,19940817,0000,,TD,18.8N,168.8E,25,,,,,,,,,,,,,,
EP,LI,1994,08,70,19940817,0600,,TD,19.0N,168.9E,25,,,,,,,,,,,,,,
EP,LI,1994,08,70,19940817,1200,,TD,19.1N,169.2E,25,,,,,,,,,,,,,,
EP,LI,1994,08,70,19940817,1800,,TD,19.2N,169.7E,25,,,,,,,,,,,,,,
EP,LI,1994,08,70,19940818,0000,,TD,19.3N,170.2E,20,,,,,,,,,,,,,,
EP,HECTOR,1994,09,12,19940807,0000,,TD,18.7N,107.8W,25,1009,,,,,,,,,,,,,
EP,HECTOR,1994,09,12,19940807,0600,,TD,19.1N,108.3W,30,1008,,,,,,,,,,,,,
EP,HECTOR,1994,09,12,19940807,1200,,TS,19.6N,109.0W,35,1005,,,,,,,,,,,,,
EP,HECTOR,1994,09,12,19940807,1800,,TS,20.0N,109.6W,40,1002,,,,,,,,,,,,,
EP,HECTOR,1994,09,12,19940808,0000,,TS,20.7N,110.2W,45,1000,,,,,,,,,,,,,
EP,HECTOR,1994,09,12,19940808,0600,,TS,21.3N,111.0W,50,998,,,,,,,,,,,,,
EP,HECTOR,1994,09,12,19940808,1200,,TS,21.9N,111.7W,55,993,,,,,,,,,,,,,
EP,HECTOR,1994,09,12,19940808,1800,,TS,22.6N,112.6W,50,998,,,,,,,,,,,,,
EP,HECTOR,1994,09,12,19940809,0000,,TS,23.4N,113.7W,45,1002,,,,,,,,,,,,,
EP,HECTOR,1994,09,12,19940809,0600,,TS,24.1N,114.7W,40,1006,,,,,,,,,,,,,
EP,HECTOR,1994,09,12,19940809,1200,,TD,24.4N,115.8W,30,1009,,,,,,,,,,,,,
EP,HECTOR,1994,09,12,19940809,1800,,TD,24.8N,116.9W,25,1009,,,,,,,,,,,,,
CP,UNNAMED,1994,01,21,19940809,0600,,TD,15.3N,145.5W,25,,,,,,,,,,,,,,
CP,UNNAMED,1994,01,21,19940809,1200,,TD,15.6N,145.8W,30,,,,,,,,,,,,,,
CP,UNNAMED,1994,01,21,19940809,1800,,TD,15.6N,145.9W,30,,,,,,,,,,,,,,
CP,UNNAMED,1994,01,21,19940810,0000,,TD,15.8N,146.0W,30,,,,,,,,,,,,,,
CP,UNNAMED,1994,01,21,19940810,0600,,TD,16.2N,146.4W,30,,,,,,,,,,,,,,
CP,UNNAMED,1994,01,21,19940810,1200,,TD,16.5N,147.0W,30,,,,,,,,,,,,,,
CP,UNNAMED,1994,01,21,19940810,1800,,TD,16.6N,148.0W,30,,,,,,,,,,,,,,
CP,UNNAMED,1994,01,21,19940811,0000,,TD,16.7N,149.4W,30,,,,,,,,,,,,,,
CP,UNNAMED,1994,01,21,19940811,0600,,TD,16.8N,150.4W,30,,,,,,,,,,,,,,
CP,UNNAMED,1994,01,21,19940811,1200,,TD,16.8N,151.5W,30,,,,,,,,,,,,,,
CP,UNNAMED,1994,01,21,19940811,1800,,TD,17.0N,152.3W,30,,,,,,,,,,,,,,
CP,UNNAMED,1994,01,21,19940812,0000,,TD,17.0N,153.4W,30,,,,,,,,,,,,,,
CP,UNNAMED,1994,01,21,19940812,0600,,TD,17.2N,154.6W,30,,,,,,,,,,,,,,
CP,UNNAMED,1994,01,21,19940812,1200,,TD,17.3N,156.0W,30,,,,,,,,,,,,,,
CP,UNNAMED,1994,01,21,19940812,1800,,TD,17.3N,157.3W,30,,,,,,,,,,,,,,
CP,UNNAMED,1994,01,21,19940813,0000,,TD,17.1N,158.4W,25,,,,,,,,,,,,,,
CP,UNNAMED,1994,01,21,19940813,0600,,TD,16.8N,159.6W,25,,,,,,,,,,,,,,
CP,UNNAMED,1994,01,21,19940813,1200,,TD,16.7N,160.7W,25,,,,,,,,,,,,,,
CP,UNNAMED,1994,01,21,19940813,1800,,TD,16.7N,161.9W,25,,,,,,,,,,,,,,
CP,UNNAMED,1994,01,21,19940814,0000,,TD,16.9N,163.3W,25,,,,,,,,,,,,,,
CP,UNNAMED,1994,01,21,19940814,0600,,TD,17.8N,164.5W,25,,,,,,,,,,,,,,
EP,ILEANA,1994,11,18,19940810,1200,,TD,14.5N,107.5W,25,1007,,,,,,,,,,,,,
EP,ILEANA,1994,11,18,19940810,1800,,TD,15.0N,107.5W,25,1007,,,,,,,,,,,,,
EP,ILEANA,1994,11,18,19940811,0000,,TD,15.6N,107.5W,25,1007,,,,,,,,,,,,,
EP,ILEANA,1994,11,18,19940811,0600,,TD,16.2N,107.6W,30,1006,,,,,,,,,,,,,
EP,ILEANA,1994,11,18,19940811,1200,,TS,16.7N,107.9W,35,1003,,,,,,,,,,,,,
EP,ILEANA,1994,11,18,19940811,1800,,TS,17.3N,108.3W,45,1000,,,,,,,,,,,,,
EP,ILEANA,1994,11,18,19940812,0000,,TS,18.0N,108.9W,50,997,,,,,,,,,,,,,
EP,ILEANA,1994,11,18,19940812,0600,,TS,18.8N,109.5W,55,994,,,,,,,,,,,,,
EP,ILEANA,1994,11,18,19940812,1200,,TS,19.8N,110.3W,60,990,,,,,,,,,,,,,
EP,ILEANA,1994,11,18,19940812,1800,,HU,21.0N,111.2W,65,986,,,,,,,,,,,,,
EP,ILEANA,1994,11,18,19940813,0000,,HU,22.4N,112.2W,65,987,,,,,,,,,,,,,
EP,ILEANA,1994,11,18,19940813,0600,,TS,23.7N,113.4W,60,989,,,,,,,,,,,,,
EP,ILEANA,1994,11,18,19940813,1200,,TS,24.8N,114.7W,55,993,,,,,,,,,,,,,
EP,ILEANA,1994,11,18,19940813,1800,,TS,25.6N,116.3W,50,997,,,,,,,,,,,,,
EP,ILEANA,1994,11,18,19940814,0000,,TS,26.3N,118.0W,40,1002,,,,,,,,,,,,,
EP,ILEANA,1994,11,18,19940814,0600,,TD,26.7N,119.8W,30,1007,,,,,,,,,,,,,
EP,ILEANA,1994,11,18,19940814,1200,,TD,26.9N,121.7W,25,1009,,,,,,,,,,,,,
EP,ILEANA,1994,11,18,19940814,1800,,TD,27.0N,123.5W,25,1012,,,,,,,,,,,,,
EP,JOHN,1994,10,121,19940811,0600,,TD,11.1N,97.1W,30,1010,,,,,,,,,,,,,
EP,JOHN,1994,10,121,19940811,1200,,TD,11.2N,98.2W,30,1008,,,,,,,,,,,,,
EP,JOHN,1994,10,121,19940811,1800,,TS,11.2N,99.4W,35,1006,,,,,,,,,,,,,
EP,JOHN,1994,10,121,19940812,0000,,TS,11.3N,100.6W,40,1004,,,,,,,,,,,,,
EP,JOHN,1994,10,121,19940812,0600,,TS,11.5N,101.7W,45,1002,,,,,,,,,,,,,
EP,JOHN,1994,10,121,19940812,1200,,TS,11.8N,102.8W,45,999,,,,,,,,,,,,,
EP,JOHN,1994,10,121,19940812,1800,,TS,12.0N,103.8W,50,997,,,,,,,,,,,,,
EP,JOHN,1994,10,121,19940813,0000,,TS,12.3N,104.8W,55,995,,,,,,,,,,,,,
EP,JOHN,1994,10,121,19940813,0600,,TS,12.5N,105.8W,55,992,,,,,,,,,,,,,
EP,JOHN,1994,10,121,19940813,1200,,TS,12.9N,106.5W,60,990,,,,,,,,,,,,,
EP,JOHN,1994,10,121,19940813,1800,,TS,13.3N,106.9W,55,992,,,,,,,,,,,,,
EP,JOHN,1994,10,121,19940814,0000,,TS,13.7N,107.3W,50,995,,,,,,,,,,,,,
EP,JOHN,1994,10,121,19940814,0600,,TS,13.9N,107.8W,45,998,,,,,,,,,,,,,
EP,JOHN,1994,10,121,19940814,1200,,TS,14.0N,108.4W,40,1001,,,,,,,,,,,,,
